college_name,college_link,duration,fees,rank,placement,c_type
"Bhagwan Parshuram College of Engineering, Sonepat",https://www.collegesearch.in/colleges/bhagwan-parshuram-college-of-engineering-sonepat,4 Years,,,,
"Sparta Institute of Technology & Management, Bhopal",https://www.collegesearch.in/colleges/sparta-institute-of-technology-management-bhopal,4 Years,,,,
"Alwar Institute of Engineering & Technology, Alwar",https://www.collegesearch.in/colleges/alwar-institute-of-engineering-technology-alwar,4 Years,"Rs 2,87,500/-",,"Average -Rs.
                                3.5 L.P.A/-",
"Sanjay Education Society&rsquo;s College of Engineering, Dhule",https://www.collegesearch.in/colleges/sanjay-education-societys-college-of-engineering-dhule,4 Years,,,,
"Mahakal Institute of Technology & Management, Ujjain",https://www.collegesearch.in/colleges/mahakal-institute-of-technology-management,4 Years,,,,
"Vyas College of Engineering & Technology, Jodhpur",https://www.collegesearch.in/colleges/vyas-college-of-engineering-technology-jodhpur,4 Years,,,,
"St Anne&rsquo;s College of Engineering and Technology, Prakasam",https://www.collegesearch.in/colleges/st-annes-college-of-engineering-and-technology,4 Years,"Rs 3,40,000/-",,,
"Maharashtra College of Engineering, Latur",https://www.collegesearch.in/colleges/maharashtra-college-of-engineering-latur,4 Years,,,"Average -Rs.
                                3 L.P.A/-",
"Durgapur Institute of Advanced Technology and Management, Durgapur",https://www.collegesearch.in/colleges/durgapur-institute-of-advanced-technology-and-management-durgapur,4 Years,,,,
"Shriram College of Engineering & Management, Gwalior",https://www.collegesearch.in/colleges/shriram-college-of-engineering-management-gwalior,4 Years,"Rs 2,21,500/-",,,
Gokaran Narvadeshwar Institute of Technology and Management (GNITM),https://www.collegesearch.in/colleges/gokaran-narvadeshwar-institute-of-technology-and-management-gnitm,4 Years,"Rs 4,55,600/-",,,
"Institute of Technology & Management, Gwalior",https://www.collegesearch.in/colleges/institute-of-technology-management-gwalior,4 Years,"Rs 2,45,500/-",,"Average -Rs.
                                2.0 L.P.A/-Highest -Rs.
                                2.5 L.P.A/-",
Balasore College of Engineering & Technology,https://www.collegesearch.in/colleges/balasore-college-of-engineering-technology,4 Years,,,,
"SVP Mandal&rsquo;s College of Engineering, Pune",https://www.collegesearch.in/colleges/svp-mandals-college-of-engineering-pune,4 Years,,,,
Shaaz College of Engineering and Technology,https://www.collegesearch.in/colleges/shaaz-college-of-engineering-and-technology,4 Years,"Rs 1,22,000/-",,,
Sir Visvesvaraya Institute Of Technology,https://www.collegesearch.in/colleges/sir-visvesvaraya-institute-of-technology,4 Years,"Rs 4,53,043/-",,"Average -Rs.
                                1.3 L.P.A/-",
"Srinivas Reddy Institute of Technology, Nizambad",https://www.collegesearch.in/colleges/srinivas-reddy-institute-of-technology-nizambad,4 Years,,,,
"Sine International Institute of Technology, Jaipur",https://www.collegesearch.in/colleges/sine-international-institute-of-technology-jaipur,4 Years,"Rs 4,60,000/-",,,
"College of Engineering and management Kapurthala, Jalandhar",https://www.collegesearch.in/colleges/college-of-engineering-and-management-kapurthala-jalandhar,4 Years,,,,
Tatva Institute of Technological Studies,https://www.collegesearch.in/colleges/tatva-institute-of-technological-studies,4 Years,,,,
Saraf Institute of Engineering & Technology,https://www.collegesearch.in/colleges/saraf-institute-of-engineering-technology,4 Years,"Rs 2,61,500/-",,,
Laljibhai Chaturbhai Institute of Technology,https://www.collegesearch.in/colleges/laljibhai-chaturbhai-institute-of-technology,4 Years,,,,
"Matu Ram Institute of Engineering & Management, Rohtak",https://www.collegesearch.in/colleges/matu-ram-institute-of-engineering-management-rohtak,4 Years,"Rs 2,30,400/-",,,
"John Bosco Engineering College, Chennai",https://www.collegesearch.in/colleges/john-bosco-engineering-college,4 Years,,,,
"Maharishi Arvind College of Engineering & Research Centre, Jaipur",https://www.collegesearch.in/colleges/maharishi-arvind-college-of-engineering-research-centre-jaipur,4 Years,"Rs 2,36,000/-",,,
"Proudhadevaraya Institute of Technology, Hosapete",https://www.collegesearch.in/colleges/proudhadevaraya-institute-of-technology-hosapete,4 Years,,,,
"Professional Institute of Engineering & Technology, Raipur",https://www.collegesearch.in/colleges/professional-institute-of-engineering-technology-raipur,4 Years,"Rs 1,80,000/-",,,
Nadar Saraswathi College of Engineering and Technology,https://www.collegesearch.in/colleges/nadar-saraswathi-college-of-engineering-and-technology,4 Years,,,,
"School of Engineering and Technology, Bhubaneswar",https://www.collegesearch.in/colleges/school-of-engineering-and-technology-bhubaneswar,4 Years,,,,
"PDM School of Technology & Management, Bahadurgarh",https://www.collegesearch.in/colleges/pdm-school-of-technology-management-bahadurgarh,4 Years,"Rs 2,88,000/-",,,
"Rungta College of Engineering and Technology (RCET), Raipur",https://www.collegesearch.in/colleges/rungta-college-of-engineering-and-technology-rcet,4 Years,"Rs 2,00,000/-",,,
"Shri Sant College of Engineering & Technology, Jalgaon",https://www.collegesearch.in/colleges/shri-sant-college-of-engineering-technology-jalgaon,4 Years,,,"Average -Rs.
                                1.5 L.P.A/-",
"Amrita Vishwa Vidyapeetham University, Coimbatore",https://www.collegesearch.in/university/amrita-vishwa-vidyapeetham-university,4 Years,,,"Average -Rs.
                                5.4 L.P.A/-Highest -Rs.
                                43.3 L.P.A/-",
Grandhi Varalakshmi Venkatarao Institute of Technology,https://www.collegesearch.in/colleges/grandhi-varalakshmi-venkatarao-institute-of-technology,4 Years,,,,
"Sri Shanmugha College of Engineering and Technology, Madurai",https://www.collegesearch.in/colleges/sri-shanmugha-college-of-engineering-and-technology-madurai,4 Years,,,,
"Shri Shankaracharya Institute of Profesional Management & Technology, Raipur",https://www.collegesearch.in/colleges/shri-shankaracharya-institute-of-profesional-management-technology,4 Years,"Rs 2,49,600/-",,,
"Vedant Institute of Management & Technology, Ghaziabad",https://www.collegesearch.in/colleges/vedant-institute-of-management-technology-ghaziabad,4 Years,"Rs 5,38,800/-",,,
Gnanamani College of Engineering,https://www.collegesearch.in/colleges/gnanamani-college-of-engineering,4 Years,,,,
"MES College of Engineering and Technology, Cochin",https://www.collegesearch.in/colleges/mes-college-of-engineering-and-technology-cochin,4 Years,,,,
"International Institute of Engineering & Technology, Kurukshetra",https://www.collegesearch.in/colleges/international-institute-of-engineering-technology-kurukshetra,4 Years,"Rs 6,54,560/-",,,
"Younus Institute of Technology, Kollam",https://www.collegesearch.in/colleges/younus-institute-of-technology-kollam,4 Years,,,,
"Chhattisgarh Engineering College, Durg",https://www.collegesearch.in/colleges/chhattisgarh-engineering-college,4 Years,"Rs 2,39,600/-",,,
Gopal Krisna College of Engineering and Technology (GKCET),https://www.collegesearch.in/colleges/gopal-krisna-college-of-engineering-and-technology-gkcet,4 Years,"Rs 2,20,000/-",,"Average -Rs.
                                2.4 L.P.A/-Highest -Rs.
                                4.8 L.P.A/-",
"Sri Belimatha Mahasamasthana Institute of Technology, Bangalore",https://www.collegesearch.in/colleges/sri-belimatha-mahasamasthana-institute-of-technology-bangalore,4 Years,"Rs 1,40,000/-",,,
"Srinivasa Institute of Engineering and Technology, Chennai",https://www.collegesearch.in/colleges/srinivasa-institute-of-engineering-and-technology-chennai,4 Years,,,,
"Mahavir Institute of Engineering Technology - Bhubaneshwar, Bhubaneswar",https://www.collegesearch.in/colleges/mahavir-institute-of-engineering-technology-bhubaneshwar-bhubaneswar,4 Years,,,,
"PR Engineering College, Thanjavur",https://www.collegesearch.in/colleges/pr-engineering-college,4 Years,,,,
TRR Engineering College for Women,https://www.collegesearch.in/colleges/trr-engineering-college-for-women,4 Years,,,,
"University Science Instrumentation Centre - Garhwal, Srinagar Garhwal",https://www.collegesearch.in/colleges/university-science-instrumentation-centre-garhwal-srinagar-garhwal,4 Years,,,,
"Lakshmi Narain Academy of Technology, Gwalior",https://www.collegesearch.in/colleges/lakshmi-narain-academy-of-technology-gwalior,4 Years,,,,
"Rajasthan Engineering College, Jaipur",https://www.collegesearch.in/colleges/rajasthan-engineering-college-jaipur,4 Years,"Rs 2,47,500/-",,,
"Jagannath Institute of Engineering and Technology, Cuttack",https://www.collegesearch.in/colleges/jagannath-institute-of-engineering-and-technology-cuttack,4 Years,"Rs 1,40,000/-",,,
"Institute of Science & Technology, Yamuna Nagar",https://www.collegesearch.in/colleges/institute-of-science-technology-yamuna-nagar,4 Years,"Rs 2,10,400/-",,,
Pannai College of Engineering and Technology,https://www.collegesearch.in/colleges/pannai-college-of-engineering-and-technology,4 Years,,,,
Shri Dadaji Institute of Technology & Science,https://www.collegesearch.in/colleges/shri-dadaji-institute-of-technology-science,4 Years,,,,
Vikash College for Engineering for Women,https://www.collegesearch.in/colleges/vikash-college-for-engineering-for-women,4 Years,"Rs 3,91,500/-",,,
Guru Nanak Institute of Technology,https://www.collegesearch.in/colleges/guru-nanak-institute-of-technology,4 Years,,,,
Modern Engineering and Management Studies,https://www.collegesearch.in/colleges/modern-engineering-and-management-studies,4 Years,"Rs 2,84,000/-",,,
"Grow More Faculty of Engineering, Gandhinagar",https://www.collegesearch.in/colleges/grow-more-faculty-of-engineering-gandhinagar,4 Years,,,,
Rayat Bahra College of Engineering & Nano Technology For Women,https://www.collegesearch.in/colleges/rayat-bahra-college-of-engineering-nano-technology-for-women,4 Years,,,,
Dr Nallini Institute of Engineering and Technology,https://www.collegesearch.in/colleges/dr-nallini-institute-of-engineering-and-technology,4 Years,,,,
"Hooghly Engineering & Technology College, Kolkata",https://www.collegesearch.in/colleges/hooghly-engineering-technology-college-kolkata,4 Years,,,,
"MGM&rsquo;s College of Engineering & Technology (MGMCET), Mumbai",https://www.collegesearch.in/colleges/mgms-college-of-engineering-technology-mgmcet-mumbai,4 Years,"Rs 1,38,880/-",,,
"ABES Engineering College, Ghaziabad",https://www.collegesearch.in/colleges/abes-engineering-college-ghaziabad,4 Years,"Rs 3,21,600/-",,"Average -Rs.
                                3.25 L.P.A/-",
"SGT University, Gurgaon",https://www.collegesearch.in/university/sgt-university-gurgaon,4 Years,"Rs 7,20,000/-",,,State Private University
"RPIIT Technical Campus, Karnal",https://www.collegesearch.in/colleges/rpiit-technical-campus-karnal,4 Years,"Rs 60,000/-",,,
"Shri Ramswaroop Memorial University, Lucknow",https://www.collegesearch.in/university/shri-ramswaroop-memorial-university-lucknow,4 Years,"Rs 4,94,500/-",,"Average -Rs.
                                15 L.P.A/-Highest -Rs.
                                25 L.P.A/-",State Private University
"Presidency University, Bangalore",https://www.collegesearch.in/university/presidency-university-bangalore,4 Years,"Rs 12,50,000/-",,,State Private University
"RPIIT Technical Campus, Karnal",https://www.collegesearch.in/colleges/rpiit-technical-campus-karnal,4 Years,"Rs 60,000/-",,,
"Babu Banarasi Das University, Lucknow",https://www.collegesearch.in/university/babu-banarasi-das-university-lucknow,4 Years,"Rs 2,40,000/-",,,State Private University
"Dr CV Raman University, Bilaspur",https://www.collegesearch.in/university/dr-cv-raman-university-bilaspur,4 Years,"Rs 1,62,800/-",,,State Private University
"Shri Ramswaroop Memorial University, Lucknow",https://www.collegesearch.in/university/shri-ramswaroop-memorial-university-lucknow,4 Years,"Rs 4,94,500/-",,"Average -Rs.
                                15 L.P.A/-Highest -Rs.
                                25 L.P.A/-",State Private University
"RKDF University, Bhopal",https://www.collegesearch.in/university/rkdf-university,4 Years,"Rs 2,60,000/-",,,State Private University
"Swami Vivekananda University, Sagar",https://www.collegesearch.in/colleges/swami-vivekananda-university-sagar,4 Years,"Rs 2,00,000/-",,,State Private University
"JECRC University, Jaipur",https://www.collegesearch.in/university/jecrc-university-jaipur,4 Years,"Rs 5,00,000/-",,"Average -Rs.
                                4.5 L.P.A/-Highest -Rs.
                                8 L.P.A/-",State Private University
"Thadomal Shahani Engineering College, Mumbai",https://www.collegesearch.in/colleges/thadomal-shahani-engineering-college-mumbai,4 Years,"Rs 5,67,075/-",,,
"JCT College of Engineering and Technology, Coimbatore",https://www.collegesearch.in/colleges/jct-college-of-engineering-and-technology-coimbatore,4 Years,"Rs 1,80,000/-",,"Average -Rs.
                                2.4 L.P.A/-Highest -Rs.
                                5.2 L.P.A/-",
"Vignan&rsquo;s Lara Institute of Technology and Science, Guntur",https://www.collegesearch.in/colleges/vignans-lara-institute-of-technology-and-science-guntur,4 Years,"Rs 3,41,600/-",,"Average -Rs.
                                2.6 L.P.A/-",
"Dr MGR Educational and Research Institute University (MGRDU), Chennai",https://www.collegesearch.in/university/dr-mgr-educational-and-research-institute-university-mgrdu-chennai,4 Years,,,,Deemed
SSM College of Engineering and Technology - Baramulla,https://www.collegesearch.in/colleges/ssm-college-of-engineering-and-technology-baramulla-srinagar,4 Years,,,,
"Kaziranga University, Jorhat",https://www.collegesearch.in/university/kaziranga-university,4 Years,,,,State Private University
"Chameli Devi Group of Institutions, Indore",https://www.collegesearch.in/colleges/chameli-devi-group-of-institutions-indore,4 Years,"Rs 2,60,000/-",,,
"R.R. Group of Institutions, Lucknow",https://www.collegesearch.in/colleges/r-r-institute-of-modern-technology-rrimt-lucknow,4 Years,"Rs 3,18,800/-",,,
"Dr Akhilesh Das Gupta Institute of Technology and Management, Delhi",https://www.collegesearch.in/colleges/Dr-Akhilesh-das-gupta-institute-of-technology-and-management-delhi,4 Years,"Rs 4,20,000/-",,,
"Pt LR college of Technology, Faridabad",https://www.collegesearch.in/colleges/pt-lr-college-of-technology-faridabad,4 Years,"Rs 2,40,000/-",,,
"Sri Krishna College of Technology, Coimbatore",https://www.collegesearch.in/colleges/sri-krishna-college-of-technology-coimbatore,4 Years,"Rs 2,80,000/-",,,Autonomous
"SRK Institute of Technology, Vijayawada",https://www.collegesearch.in/colleges/srk-institute-of-technology-vijayawada,4 Years,"Rs 2,24,000/-",,,
